step,P_esc
4,0.000000
8,0.000000
12,0.000000
16,0.000000
20,0.000000
24,0.000000
28,0.000000
32,0.000000
36,0.000000
40,0.000000
44,0.000000
48,0.000000
52,0.000000
56,0.000000
60,0.000000
64,0.000000
68,0.000000
72,0.000000
76,0.000000
80,0.000000
84,0.000000
88,0.000000
92,0.000000
96,0.000000
100,0.000000
104,0.000000
108,0.000000
112,0.000000
116,0.000000
120,0.000000
124,0.000000
128,0.000000
132,0.000000
136,0.000000
140,0.000000
144,0.000000
148,0.000000
152,0.000000
156,0.000000
160,0.000000
164,0.000000
168,0.000000
172,0.000000
176,0.000000
180,0.000000
184,0.000000
188,0.000000
192,0.000000
196,0.000000
200,0.000000
204,0.000000
208,0.000000
212,0.000000
216,0.000000
220,0.000000
224,0.000000
228,0.000000
232,0.000000
236,0.000000
240,0.000000
244,0.000500
248,0.000500
252,0.000500
256,0.000500
260,0.000500
264,0.000500
268,0.000500
272,0.000500
276,0.000500
280,0.000500
284,0.000500
288,0.000500
292,0.000500
296,0.000500
300,0.000500
304,0.000500
308,0.000500
312,0.000500
316,0.000500
320,0.000500
324,0.000500
328,0.000500
332,0.000500
336,0.000500
340,0.000500
344,0.000500
348,0.000500
352,0.000500
356,0.000500
360,0.000500
364,0.000500
368,0.000500
372,0.000500
376,0.000500
380,0.000500
384,0.000500
388,0.000500
392,0.000500
396,0.000500
400,0.000500
404,0.000500
408,0.000500
412,0.000500
416,0.000500
420,0.000500
424,0.000500
428,0.000500
432,0.000500
436,0.000500
440,0.000500
444,0.000500
448,0.000500
452,0.000500
456,0.000500
460,0.000500
464,0.000500
468,0.000500
472,0.000500
476,0.000500
480,0.000500
484,0.000500
488,0.001000
492,0.001000
496,0.001000
500,0.001000
504,0.001000
508,0.001000
512,0.001000
516,0.001000
520,0.001000
524,0.001000
528,0.001000
532,0.001000
536,0.001000
540,0.001000
544,0.001000
548,0.001000
552,0.001000
556,0.001000
560,0.001000
564,0.001000
568,0.001000
572,0.001000
576,0.001000
580,0.001000
584,0.001000
588,0.001000
592,0.001000
596,0.001000
600,0.001000
604,0.001000
608,0.001000
612,0.001000
616,0.001000
620,0.001000
624,0.001000
628,0.001000
632,0.001000
636,0.001000
640,0.001000
644,0.001000
648,0.001000
652,0.001000
656,0.001000
660,0.001000
664,0.001000
668,0.001000
672,0.001000
676,0.001000
680,0.001000
684,0.001000
688,0.001000
692,0.001000
696,0.001000
700,0.001000
704,0.001000
708,0.001000
712,0.001000
716,0.001000
720,0.001000
724,0.001000
728,0.001000
732,0.001000
736,0.001000
740,0.001000
744,0.001000
748,0.001000
752,0.001000
756,0.001000
760,0.001000
764,0.001000
768,0.001000
772,0.001000
776,0.001000
780,0.001000
784,0.001000
788,0.001000
792,0.001000
796,0.001000
800,0.001000
804,0.001000
808,0.001000
812,0.001000
816,0.001000
820,0.001000
824,0.001000
828,0.001000
832,0.001000
836,0.001000
840,0.001000
844,0.001000
848,0.001000
852,0.001000
856,0.001000
860,0.001000
864,0.001000
868,0.001000
872,0.001000
876,0.001000
880,0.001000
884,0.001000
888,0.001000
892,0.001000
896,0.001000
900,0.001000
904,0.001000
908,0.001000
912,0.001000
916,0.001000
920,0.001000
924,0.001000
928,0.001000
932,0.001000
936,0.001000
940,0.001000
944,0.001000
948,0.001000
952,0.001000
956,0.001000
960,0.001000
964,0.001000
968,0.001000
972,0.001000
976,0.001000
980,0.001000
984,0.001000
988,0.001000
